_id,name,title,slug,order,description,pageDescription,metaKeywords,relatedCategories,parent
2060383231,Priest Forms,Priest Forms,priest-forms,0,Gather information for your church or prayer group. Free and customizable online forms. Works on any device. No coding involved. Embed or share in seconds.,"<p>Need a way to centralize your congregationâ€™s information and requests? Seamlessly collect prayer requests, choir signups, job applications, and more with free and easy Priest Forms from Jotform! Select one of our many templates below and start customizing your own form with our no-code drag-and-drop builder. Upload your logo, choose fonts and colors, and integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a> in just a few easy clicks. Afterwards, you can embed your form into your own website or send it out directly to your congregation in one simple go. Enhance the way you receive and keep track of information with powerful Priest Forms from Jotform.</p>",Priest Forms,"",""
2060383837,Chef Forms,Chef Forms,chef-forms,0,"Gather important information for your restaurant. Manage staff, recipes, and more in one convenient place. Easy-to-customize online forms. No coding required.","<p>Collect all the information you need to successfully manage your restaurant or catering business. Gather staff evaluations, food preference submissions, and food intake forms in one easy place with free Chef Forms from Jotform. Pick a template and begin customizing with our no-code drag-and-drop builder. Upload your restaurant logo, choose fonts and colors, and easily integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a>. Embed your completed form in your website or send it out to your staff for easy access. Take your restaurant to the next level with powerful Chef Forms from Jotform.</p>",Chef Forms,"",""
2060384030,Secretary Forms,Secretary Forms,secretary-forms,0,"Easy-to-customize online forms. Fill out on any device. Gather job applications, complete evaluations, and more. Share or embed in seconds. Keep your data organized.","<p>Gather job applications, perform evaluations, and more with fully-customizable Secretary Forms. No matter what industry you work in, make sure your admin tasks go off without a hitch by gathering information seamlessly online with Jotform. Select a free form template below to customize without coding using our drag-and-drop builder â€” then share the form with colleagues or fill it out yourself on any device. All responses are stored securely and ready to view in your Jotform account as a spreadsheet, calendar, or easy-to-read cards for every submission. Switch to online Secretary Forms to better organize your information.</p>",Secretary Forms,"",""
2060385334,Florist Forms,Florist Forms,florist-forms,0,"Collect flower orders for your floristry business. Gather payments from any device. Integrate with Square, Stripe, PayPal, or 30+ other gateways. No extra fees.","<p>Create custom online Florist Forms to collect orders and payments from your customers on any device. No matter what kind of flowers or plants you sell, all of our form templates are fully-customizable â€” so you can update the design to include your specific products, add your company logo, choose new colors or fonts, and connect your form with 30+ popular payment gateways including Square, Stripe, PayPal, and Authorize.Net. You can then embed your form in your website or share it on social media with a link. Stop accepting orders via phone or email and enjoy a more efficient ordering process with Florist Forms from Jotform.</p>",Florist Forms,"",""
2060385738,Electrician Forms,Electrician Forms,electrician-forms,0,"Create custom electrician forms that work on any device. Fill out tool requests, work assessment checklists, and inspection forms. Easy to customize. No coding.","<p>Run an electrician business? Jotformâ€™s powerful Electrician Forms allow you to fill out tool requests, electric work assessment checklists, and home electrical inspection forms from any device. Choose a readymade template below to get started â€” then make it your own in seconds with our no-code form builder. Drag and drop to choose fonts and colors, upload your own branding, edit text fields and checklist items, add e-signature forms, and integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a> with the click of a button. Access and fill out your form on-site with a smartphone or tablet, or share it with other electricians by sending email invites or the form link. Go paperless and store your documents online with our free Electrician Forms.</p>",Electrician Forms,"",""
2060386032,Missionary Forms,Missionary Forms,missionary-forms,0,"Aggregate all your churchâ€™s important information in one place. Organize calendars, donations, and more. No coding required. Easy-to-customize online forms.","<p>Want to easily collect all the information you need to organize your missionary organization? Gather donation forms, membership requests, and more in one easy place with free Missionary Forms from Jotform. Pick a template you like and customize your form with our no-code drag-and-drop builder. Choose fonts and colors, upload your churchâ€™s logo, and integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a> for easy donations and more. Embed your completed form in your website or distribute it out to your community for easy access. Go paperless and streamline your signups with powerful Missionary Forms from Jotform.</p>",Missionary Forms,"",""
2060387437,Plumber Forms,Plumber Forms,plumber-forms,0,Free online plumber forms that work on any device. Collect service requests and fill out inspection checklists. Drag and drop to customize. No coding required.,"<p>Empower your plumbing business with Jotformâ€™s Plumber Forms. Create a form in seconds with one of our readymade templates below and immediately start collecting plumbing service requests, handyman quotes, inspection checklists, and more. Want to customize your form to meet your businessâ€™ needs? With Jotformâ€™s drag-and-drop form builder, you can add or change form elements, edit text fields and checklist items, choose fonts and colors, and upload your own branding without any coding knowledge. Embed your form in your website with a simple copy-paste code, or send email invites to clients and other employees. Go paperless and keep all your online paperwork in one convenient place with these free Plumber Forms that work on any device.</p>",Plumber Forms,"",""
2060391634,Fundraiser Forms,Fundraiser Forms,fundraiser-forms,0,Fundraise for your cause with readymade online fundraiser forms. Great for nonprofits or charities. Customize the design without coding. Share or embed in seconds.,"<p>Looking for a way to gather donations for your cause? Whether youâ€™re part of a nonprofit, charity, or raising funds for your organization, seamlessly collect payments from any device with Jotformâ€™s free Fundraiser Forms. All of our forms integrate with 30+ payment gateways, including popular processors like Square, Stripe, and PayPal, so you can receive donations online without paying any additional transaction fees to Jotform. Once youâ€™ve chosen one of our readymade Fundraiser Forms, feel free to customize the design with our no-code builder. You can upload your logo, change fonts and colors, and make other design changes â€” then share your form with a link or embed it in your site to start collecting responses.</p>",Fundraiser Forms,"",""
2060391937,Hairdresser Forms,Hairdresser Forms,hairdresser-forms,0,"Free hairdresser forms. Collect client appointments, consultations, and questionnaires from any device. Customize to match your salonâ€™s branding. No coding.","<p>Easily gather appointments, hair consultations, and questionnaire responses from your salon clients with Jotformâ€™s free Hairdresser Forms. Simply choose a readymade template below and fully customize it to match your salonâ€™s branding without any coding knowledge. Drag and drop to upload your logo, choose a custom color scheme, create image carousels to show off different hairstyles, install widgets and payment integrations, and more. You can then embed your form directly in your website or share the form link by pasting it in your social media bios. Streamline your hair appointment and consultation processes with these online Hairdresser Forms that can be filled out from any device.</p>",Hairdresser Forms,"",""
2060392130,Appraiser Forms,Appraiser Forms,appraiser-forms,0,"Create custom forms to appraise antiques, properties, vehicles, and employee performance. Drag and drop to customize. Works on any device. No coding required.","<p>Whether you need to appraise antiques, properties, vehicles, or employee performance â€” Jotformâ€™s powerful Appraiser Forms make it easy to record and store all your information online. Get started right away by using one of our readymade templates below, and fully customize it to meet your needs with our intuitive form builder. No coding knowledge required â€” simply drag and drop to add your own branding, choose fonts and colors, edit text fields and checklist items, install helpful widgets and integrations, and more. Once youâ€™re satisfied with the look and feel of your form, you can access it from any device and start filling it out right away. Make appraisals quick and convenient with our fully-customizable Appraiser Forms.</p>",Appraiser Forms,"",""
2060392332,Home Inspector Forms,Home Inspector Forms,home-inspector-forms,0,"Create free home inspector forms that work on any device. Record service contracts, order forms, and inspection checklists. Drag and drop customization. No coding.","<p>Go paperless and start keeping online home inspection data in one convenient place with Jotformâ€™s Home Inspector Forms. Whether you need to log service contracts, order forms, inspection checklists, or all three â€” these free and fully-customizable forms make your job much easier. Choose a readymade template below and make it your own with our no-code form builder. Just drag and drop to change text fields and checklist items, upload your own branding, choose fonts and colors, install widgets and integrations, and much more. Access your form from any smartphone or tablet to create on-site inspection reports. You can even create professional-looking invoices with just a few clicks using <a href=""https://www.jotform.com/products/pdf-editor/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">Jotform PDF Editor</a>. Simplify your home inspection process with these free Home Inspector Forms.</p>",Home Inspector Forms,"",""
2060393636,Merchant Forms,Merchant Forms,merchant-forms,0,Sell your products online. Easy-to-customize online forms. No coding necessary. Embed in any website or share with a link. Gather orders and payments fast.,"<p>Want to sell your products online? Choose one of our readymade Merchant Forms to seamlessly collect orders from any device. All of our form templates are easy to customize with a drag-and-drop builder, which lets you upload your logo, change fonts and colors, add your products, and integrate with 30+ <a href=""https://www.jotform.com/integrations/category/payment-processing"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">payment processors</a> to get paid online â€” all with no coding knowledge required! Once your form is customized to your liking, you can embed it in your website or share it with a link via email or social media to start gathering responses. Accept orders more efficiently with Jotformâ€™s online Merchant Forms for any business.</p>",Merchant Forms,"",""
2060396437,Gamer Forms,Gamer Forms,gamer-forms,0,"Gather information for your company or community. Manage surveys, giveaways, and more. Easy-to-customize online forms. Integrate with Twitch and other platforms.","<p>Collect all the information you need to manage your gaming company or community. Gather giveaway entries, early access registrations, and survey responses in one easy place with free Gamer Forms from Jotform. Choose a template and start customizing your own form with our no-code drag-and-drop builder. Upload your logo, choose fonts and colors, and integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a> in just a few easy clicks. Embed your completed form on your website or send out to your viewers for easy access. Elevate your gaming experience and work flow with powerful Gamer Forms from Jotform.</p>",Gamer Forms,"",""
2060397034,Nonprofit Employee Forms,Nonprofit Employee Forms,volunteer-forms,0,"Gather volunteer details online. Great for nonprofits or charities. Collect contact info, availability, and e-signature from any device. Customize with no coding.","<p>Gather volunteer registrations and applications online with free Nonprofit Employee Forms from Jotform. Get all the information you need from any device,&nbsp;including contact details like phone number and email address, e-signatures for waivers and agreements, dates and times of availability, and more. All forms are mobile-friendly, so your nonprofit employees can fill them out easily from any device â€” and if youâ€™d like to make changes to any of the templates below, you can do it without coding using our drag-and-drop builder. Save time collecting volunteer details with powerful online Nonprofit Employee Forms.</p>",Nonprofit Employee Forms,"",""
2060400827,Personal Trainer Forms,Personal Trainer Forms,personal-trainer-forms,0,"Free personal trainer forms. Collect and manage client information, liability waivers, and informed consent. Easy to customize and share. Works on any device.","<p>Go paperless and start collecting client intake information, liability waivers, and informed consent for your fitness training business with these customizable Personal Trainer Forms. These mobile-ready forms allow you to easily store and manage sensitive information from your secure Jotform account. Simply choose a starter template below and make it your own with our no-code form builder. Drag and drop to upload your logo, choose fonts and colors, edit text fields and questionnaire items, and collect payments directly from your form with our <a href=""https://www.jotform.com/integrations/category/payment-processing"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">30+ payment processor integrations</a>. Streamline your intake process and help your clients achieve their fitness goals with Personal Trainer Forms that can be filled out on any device.</p>",Personal Trainer Forms,"",""
2060401323,Dentist Forms,Dentist Forms,dentist-forms,0,Free online dentist forms. Fully-customizable with Jotformâ€™s drag-and-drop builder. Personalize to match your practice. No coding. Gather information on any device.,"<p>Gather consent forms, referrals, e-signatures and more with mobile-friendly Dentist Forms that work great on any device. By upgrading from paper forms to online forms, you can create a secure online database of all data for your dental practice â€” helping you keep information organized and have more time to spend focusing on your patients. Start by choosing a template below to customize with our no-code builder, then drag and drop to upload your business logo, choose new colors, add a background image, and <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">integrate with 100+ platforms</a> to automatically sync submissions to your other accounts. You can then publish your form with a shareable link or embed it directly into your website. Bring your dental practice into the 21st century with online Dentist Forms from Jotform.</p>",Dentist Forms,"",""
2060402425,Financial Advisor Forms,Financial Advisor Forms,financial-advisor-forms,0,Create a financial advisor form to gather client intake and financial information. Submissions stored securely. Works on any device. Easy to customize and share.,"<p>Give your clients peace of mind with Jotformâ€™s secure online Financial Advisor Forms. From any device you can gather client intake information, W4 and W9 data, and finance declaration forms and applications. Choose from one of our free form templates below, and customize it to make it your own without any coding with just a few clicks. Drag and drop to edit premade text fields and checklist items, add your own personal branding, install widgets, choose fonts and colors, and more. You can also charge clients directly from your form with our <a href=""https://www.jotform.com/integrations/category/payment-processing"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">30+ payment processor integrations</a> â€” which charge no additional transaction fees. Sensitive client information is instantly synced and stored in your secure online account. Create a seamless intake process for your clients with our free Financial Advisor Forms.</p>",Financial Advisor Forms,"",""
2060405428,Psychologist Forms,Psychologist Forms,psychologist-forms,0,Create custom psychologist intake forms in seconds. Collect and manage sensitive patient information securely online. Easy to customize. Works on any device.,"<p>Collect new patient intake information, informed consent, and mental health questionnaire responses for your practice with these free Psychologist Forms that work on any device. Get started by choosing one of our templates below â€” then customize it to your liking with our drag-and-drop form builder. You can add form elements, edit text fields and checklist items, upload your practiceâ€™s unique branding, choose fonts and colors, and integrate with our <a href=""https://www.jotform.com/integrations/category/payment-processing"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">30+ payment processors</a>. Publish your form by sending email invites, embedding it in your website, or by accessing it from a smartphone or tablet in your office. Create a quick and convenient intake process for your patients with these fully-customizable Psychologist Forms.</p>",Psychologist Forms,"",""
2060411223,Technician Forms,Technician Forms,technician-forms,0,"Create free online technician evaluation and request forms. Works on any smartphone, tablet, or desktop. Drag and drop to customize. No coding knowledge required.","<p>Start collecting online technician evaluations and requests with Jotformâ€™s powerful Technician Forms. Choose from one of our readymade templates and customize it in seconds with Jotformâ€™s intuitive form builder. You donâ€™t need any coding knowledge to make changes â€” simply drag and drop to edit text fields and checklist items, install helpful widgets and integrations, choose fonts and colors, and more. Embed your form in a website or send email invites with just a few clicks. Respondents can then access and fill out your form from any device. Submissions are instantly synced and stored in your secure account, so can easily review your responses from one location. Survey your employees and fulfill client service requests with these fully-customizable Technician Forms.</p>",Technician Forms,"",""
2060413023,Esthetician Forms,Esthetician Forms,esthetician-forms,0,"Collect consent forms, waivers, bookings, and more. Great for beauty businesses. Receive e-signatures and payments with no extra fees. Customize without coding.","<p>Gather information for your beauty business easily on any device with powerful Esthetician Forms. Whether you need to collect product orders, appointment bookings, or e-signatures for waivers or consent forms, choose a template below and customize it with our drag-and-drop builder to get started. Upload your company logo, choose a new color scheme, add photos of your work, and more with no coding knowledge needed â€” or connect your form with 30+ <a href=""https://www.jotform.com/integrations/category/payment-processing"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">payment processor integrations</a> to gather payments while paying no extra transaction fees to Jotform. You can then embed your form directly in your website or share it with a link to start collecting responses. Make the upgrade from time-consuming phone calls and emails and automate your business to save time with Esthetician Forms from Jotform.</p>",Esthetician Forms,"",""
2060414024,Handyman Forms,Handyman Forms,handyman-forms,0,"Free handyman forms that work on any device. Gather service requests, job quotes, and inventory lists. Drag and drop to customize. Great for contractors.","<p>Start collecting handyman service requests, job quotes, worker compensation claims, and inventory lists with these free Handyman Forms from Jotform. Choose a readymade form template below and make it your own in seconds with our no-code app builder. Simply drag and drop to choose fonts and colors, edit text fields and checklist items, install widgets and integrations, and upload your own unique branding. Share your form by sending email invites to clients, or by embedding it in your company website with a simple copy-paste embed code. Form responses are conveniently stored in your secure online account and accessible from any device. Save time and paper with our online Handyman Forms.</p>",Handyman Forms,"",""
2060417835,Videographer Forms,Videographer Forms,videographer-forms,0,"Gather client feedback, video shoot requests, release forms, and more. Get payments and e-signatures. Easy to customize without coding. Embed or share in seconds.","<p>Gather video shoot requests, release forms, and client feedback with online Videographer Forms. Choose a template below to customize with Jotformâ€™s no-code drag-and-drop builder â€” then upload your logo, include samples of your work, change fonts and colors, and make other design changes in a few easy clicks. Once your form is ready to go, share it in seconds by embedding it in your website, posting it to social media with a link, or sending it to clients directly via email. Improve the way you gather client information with free Videographer Forms from Jotform.</p>",Videographer Forms,"",""
2060421224,Customer Service Agent Forms,Customer Service Agent Forms,customer-service-agent-forms,0,"Gather customer service requests, feedback, and more. Easy-to-customize online forms. Get responses on any device. Connect with 100+ integrations including Zendesk.","<p>Gather customer service requests, customer satisfaction surveys, and more with Customer Service Agent Forms from Jotform. Explore our free templates below and choose one to customize with our no-code builder to match your needs â€” just drag and drop to update the design to match your branding, add or remove form fields, and make other changes in seconds. You can even connect your forms with 100+ <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">form integrations</a> to automatically sync submissions to other platforms, including popular customer support software like <a href=""https://www.jotform.com/integrations/zendesk"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">Zendesk</a>! Speed up your workflow and save time with powerful online Customer Service Agent Forms.</p>",Customer Service Agent Forms,"",""
2060424934,Travel Agent Forms,Travel Agent Forms,travel-agent-forms,0,"Get client details, plan trip itineraries, and more with custom online forms. Easy to share or embed. Customize with a drag-and-drop builder. No coding needed.","<p>Looking for a better way to collect information for your travel agency? Whether youâ€™re receiving online bookings, creating vacation itineraries, or gathering important details from your clients, Jotform lets you create custom online Travel Agent Forms to get data from any device. Choose a template below to make your own with our drag-and-drop builder â€” then add your company logo and branding, customize form fields, and embed the form in your website or share it directly using a link. You can even convert form submissions into PDF documents automatically with <a href=""https://www.jotform.com/products/pdf-editor/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">Jotform PDF Editor</a>! Speed up your trip planning process with free Travel Agent Forms from Jotform.</p>",Travel Agent Forms,"",""
2060425430,Event Planner Forms,Event Planner Forms,event-planner-forms,0,"Plan your events with ease using Jotform. Free online forms that work great on any device. Collect registrations, RSVPs, and more. Customize with no coding.","<p>Planning a virtual or in-person event? Make the process easier with powerful Event Planner Forms from Jotform. On any device you can gather event registrations, RSVPs, feedback, and more â€” just choose a free template below, customize it with our drag-and-drop no-code form builder, and embed the form in your website or share it in seconds. All submissions are stored in your Jotform account which you can view as a spreadsheet or calendar in <a href=""https://www.jotform.com/products/tables/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">Jotform Tables</a>. Stop planning your events with pen and paper and automate the process to save time using online Event Planner Forms.</p>",Event Planner Forms,"",""
2060425531,Contractor Forms,Contractor Forms,contractor-forms,0,"Gather data seamlessly from any device. Easy-to-customize online contractor forms. Add your logo, update fonts and colors, and make other changes with no coding.","<p>Whether youâ€™re an independent contractor or are contracted to work for an agency, gather information for your contractor business with easy-to-customize Contractor Forms. Generate invoices for your clients, gather applications, receive work orders or requests, and get e-signatures instantly. Once youâ€™ve gathered responses through your forms, you can manage it efficiently in a spreadsheet, calendar, or easy-to-read cards with Jotform Tables. No messy paperwork needed â€” gather data in the field with ease using powerful online Contractor Forms that work great on any device.</p>",Contractor Forms,"",""
2060426128,Police Officer Forms,Police Officer Forms,police-officer-forms,0,"Free police officer forms. Create and securely store incident, theft, and stolen property reports. Share and embed. Drag and drop to customize. No coding required.","<p>Securely gather information for incident, theft, and stolen property reports with Jotformâ€™s Police Officer Forms. Choose a readymade form template below and make it your own with Jotformâ€™s intuitive form builder. No coding knowledge required â€” simply drag and drop to include your departmentâ€™s branding, upload images, edit text fields and checklist items, add an e-signature field, and integrate with Jotformâ€™s <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ free form integrations</a> to take your forms even further. Use a simple copy-paste code to embed it in an internal website, or share it with other officers by sending email invites. Go paperless and start creating secure online reports with Police Officer Forms that work anywhere.</p>",Police Officer Forms,"",""
2060428029,Broker Forms,Broker Forms,broker-forms,0,Gather broker information online. Customize with Jotformâ€™s drag-and-drop no-code builder. Share or embed in seconds. Get responses seamlessly on any device.,"<p>Gather brokerage information securely online with Broker Forms from Jotform. Start by choosing the form template below that most closely matches your needs â€” then customize it with our no-code builder. Drag and drop to add your company logo, change colors, update form fields, include an e-signature field, and power up your forms with 100+ <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">free form integrations</a>. All Jotform data is protected with a 256-bit SSL connection, CCPA compliance, GDPR compliance, and the option to encrypt your forms, so you can rest easy knowing your data is kept safe and secure. Get organized fast by switching from paper forms to online Broker Forms.</p>",Broker Forms,"",""
2060429131,Lawyer Forms,Lawyer Forms,lawyer-forms,0,"Collect form responses and requests in one easy place. Manage client intake forms, declarations, and others. Easy-to-customize. No-code, powerful forms get it done.","<p>Collect all the information you need to run your legal practice. Gather and manage client intake, request, and declaration forms in one easy place with free Lawyer Forms from Jotform. Choose a template and customize your own form with our no-code drag-and-drop builder. Upload your firmâ€™s logo, pick fonts and colors, and integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a> in a few easy clicks. Embed your completed form in your website and send it out to your clients for easy access. Streamline your workflow with powerful Lawyer Forms from Jotform.</p>",Lawyer Forms,"",""
2060431124,Influencer Forms,Influencer Forms,influencer-forms,0,Collect information for your growing business. Manage and organize content and requests in one centralized place. Drag and drop to customize. No coding required.,"<p>Gather all the information you need to manage your content and partnerships with influencers. Organize influencer contracts, social calendars, partnership applications, and more in a singular place with free Influencer Forms from Jotform. Choose one of our free templates and start customizing! Use our no-code drag-and-drop builder for a seamless experience â€” you can upload a logo, choose your design, and integrate with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a>. Then embed your completed form in your website or send it out to potential partners for quick visibility. Make planning and partnering easier with powerful Influencer Forms from Jotform.</p>",Influencer Forms,"",""
2060433530,Nurse Forms,Nurse Forms,nurse-forms,0,Create custom forms that work great on any device. Collect and manage nursing information securely online. Opt into HIPAA compliance to keep patient data protected.,"<p>Need a quick but secure way to collect nursing information for your practice? Switch from paper forms to online forms and give your nurses a better way to gather health data from any device with our free Nurse Forms. Explore templates that make it easy to collect surveys, registrations, and evaluations, or to track medications, complete performance evaluations, and accomplish other internal tasks. All of our templates are fully customizable with our drag-and-drop builder, so you can get the look you want with no coding required! Jotform even offers an option to upgrade for <a href=""https://www.jotform.com/hipaa/"" target=""_blank"" style=""color: rgb(17, 85, 204); background-color: transparent;"">HIPAA compliance</a>. Create a complete online database of all your nursing information with Jotformâ€™s powerful Nurse Forms.</p>",Nurse Forms,"",""
2060434935,Therapist Forms,Therapist Forms,therapist-forms,0,"Switch from paper forms to online forms. Easy to customize, share, and embed. Store patient information in a secure online database. Upgrade for HIPAA compliance.","<p>Give your patients an easier form-filling experience with online Therapist Forms. Whether youâ€™re gathering consent forms and signatures, client intake forms, or booking appointments, just choose a free template below to customize without coding using our drag-and-drop builder. You can add your logo, update form fields, and integrate with 100+ platforms to automatically sync information to your other accounts. All responses are stored securely in your Jotform account, which you can upgrade to protect with HIPAA compliance. Safely gather and store patient information online with powerful Therapist Forms from Jotform.</p>",Therapist Forms,"",""
2060436230,Counselor Forms,Counselor Forms,counselor-forms,0,Create custom counselor forms in seconds. Collect and manage patient information securely online. Fully customizable. Easy to share. Mobile-ready. No coding.,"<p>Go paperless and start securely collecting patient information with Jotformâ€™s powerful Counselor Forms. From any device, patients can fill out things like behavior assessments, counseling contracts, and informed consent forms. Fully customize any of these templates in seconds without any coding knowledge using our intuitive form builder. Drag-and-drop to upload your practiceâ€™s branding, add e-signature forms, choose fonts and colors, install widgets and integrations, and much more. Include the form link in welcome emails or have patients complete them on a tablet in your office. Create secure online patient forms that can be filled out anywhere with these free Counselor Forms.</p>",Counselor Forms,"",""
2060441125,Marketer Forms,Marketer Forms,marketer-forms,0,Free online forms for marketers. Easy to customize. No coding required. Add your logo and branding. Share or embed in seconds. Collect responses on any device.,"<p>Power your marketing business with online Marketer Forms. Whether youâ€™re looking to gather client intake information, registration forms, or create marketing briefs, do it with fully-customizable online forms that work great on any device. Choose a template below to customize with our no-code builder â€” then drag and drop to get the look you want. Add your logo, choose a new color scheme, update the background image, and make other changes in a few clicks. You can then share your custom form with a link or embed it in your website to start collecting responses and managing them in Jotform Tables. Build a complete database for your marketing campaign details with free Marketer Forms from Jotform.</p>",Marketer Forms,"",""
2060441731,Recruiter Forms,Recruiter Forms,recruiter-forms,0,"Free online forms. Gather job applications, resumes, and more. Make form design changes with no coding. Embed or share instantly. Works great on any device.","<p>Looking for a way to improve your hiring process? Collect job applications, resumes, and surveys seamlessly from any device with online Recruiter Forms. Select a form template to customize with Jotforms no-code builder â€” just drag and drop to get the look you want, <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">integrate with 100+ third-party platforms</a>, and personalize form fields. You can then share your form by embedding it in your company website or sharing it directly with applicants via email or social media. All submissions are stored in Jotform Tables, easy to keep organized and view as a spreadsheet, calendar, or individual cards. Make your HR department more efficient with free Recruiter Forms from Jotform.</p>",Recruiter Forms,"",""
2060442227,School Counselor Forms,School Counselor Forms,school-counselor-forms,0,"Manage information for your school counseling office. Collect applications, track incidents, and conduct assessments. Easy to customize, share, and embed. No coding.","<p>Improve your school counseling officeâ€™s workflow with powerful School Counselor Forms from Jotform. Whether youâ€™re tracking incidents, collecting scholarship applications, or conducting behavior assessments, collect all the data you need with online forms â€” then manage it in a powerful database that lets you view submissions in a calendar, spreadsheet, or individual cards for every student. All of our form templates are easy to customize with our no-code builder, so you can add or remove form fields and update visual elements to create the perfect form in minutes. Make the switch from paper forms to online forms and get organized with online School Counselor Forms.</p>",School Counselor Forms,"",""
2060443430,Makeup Artist Forms,Makeup Artist Forms,makeup-artist-forms,0,"Great for makeup artists. Easy to customize. No coding required. Embed in your website or share with a link in seconds. Gather intake forms, e-signatures, and more.","<p>Gather client intake forms, consent forms, e-signatures, and feedback seamlessly on any device with Jotformâ€™s free Makeup Artist Forms. Just choose a template below and customize it with our drag-and-drop builder to match your products, services, and branding â€” with no coding required! Then embed the form in your website, share it via social media, or send it to clients via email so they can submit responses instantly. You can then view and manage responses in Jotform Tables as a spreadsheet, calendar, or cards. Switch from paper forms to online forms to better organize your paperwork with online Makeup Artist Forms.</p>",Makeup Artist Forms,"",""
2060449840,Health Coach Forms,Health Coach Forms,health-coach-forms,0,"Create health coach forms that work on any device. Collect questionnaire, survey, and patient health responses online. Easy to customize and share. No coding.","<p>Are you a health coach looking for a convenient way to gather information from your patients? Streamline your intake process with these free Health Coach Forms from Jotform. Choose a form template below to start collecting responses from questionnaires, surveys, and patient health assessments from any device. Customize your forms without any coding with Jotformâ€™s intuitive form builder. Simply drag and drop to add form elements, edit text fields and checklist items, upload your personal branding, and much more. Go paperless and securely collect and store patient data online with a fully-customizable Health Coach Form.</p>",Health Coach Forms,"",""
2060451126,Restaurant Manager Forms,Restaurant Manager Forms,restaurant-forms,0,Improve your restaurant management process. Free online forms. Fill out on any device. Customize with no coding required. Embed in your site or share in seconds.,"<p>Make your restaurant management process more efficient with powerful Restaurant Manager Forms from Jotform. Whether youâ€™d like to collect food orders and payments or gather feedback from customers, all of our forms are fully customizable so you can make a form that perfectly matches your business. Upload your logo, add photos and descriptions of your dishes, and connect your form with 30+ payment integrations â€” including popular gateways like Square, Stripe, and PayPal â€” to receive payments online while paying no extra transaction fees to Jotform. To get your form in front of your audience, copy-paste an auto-generated embed code in your website or share it with customers using a link on social media. Improve the way you collect information from customers with online Restaurant Manager Forms.</p>",Restaurant Manager Forms,"",""
2060453027,Pharmacist Forms,Pharmacist Forms,pharmacist-forms,0,"Need an easy way to keep track of important medical information? Manage appointments, medical records, and more. Easy-to-customize online forms. Works on any device.","<p>Want to keep track of all your pharmacyâ€™s urgent medical forms and appointments? Collect vaccine appointment requests, medication records, and survey responses in one centralized place with free Pharmacist Forms from Jotform. Choose a template and start customizing your form with our no-code drag-and-drop builder. Integrate your form with <a href=""https://www.jotform.com/integrations/"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">100+ third-party platforms</a> in just a few easy clicks to collect payments, send calendar invites, and more. Embed your completed form in your website for easy user access. Make managing your practice easier with powerful Pharmacist Forms from Jotform.</p>",Pharmacist Forms,"",""
